date,product_id,product_name,brand_name,original_price,final_price,discount_rate,trending,sold_count,viewing,purchasing,review_count,review_score,product_url,image_url,rank
202411290537,4201989,클리퍼 4홀 더비슈즈 무광 블랙 구두 SFT-101,슈피트,54800,30900,44,1,,169,42,181,96.0,https://www.musinsa.com/products/4201989,https://image.msscdn.net/images/goods_img/20240617/4201989/4201989_17188863362811_500.jpg,100
202411290537,4616579,래글런 부클 플리스 울 블렌디드 발마칸 벨티드 로브 롱 코트 [블랙],플레이스 스튜디오,99000,49500,50,0,,11000,0,0,0.0,https://www.musinsa.com/products/4616579,https://image.msscdn.net/images/goods_img/20241115/4616579/4616579_17320622057322_500.jpg,101
202411290537,4501316,WINTERFELL - SLIP LOAFER BROWN 어그 로퍼,식스핏,99000,61040,38,0,,94,0,19,98.0,https://www.musinsa.com/products/4501316,https://image.msscdn.net/images/goods_img/20241010/4501316/4501316_17285476860454_500.jpg,102
202411290537,4470917,코어 익스트림 패딩 자켓 (3color),무신사 스탠다드 스포츠,139900,83940,40,0,1000.0,227,0,53,98.0,https://www.musinsa.com/products/4470917,https://image.msscdn.net/images/goods_img/20240927/4470917/4470917_17274060938580_500.jpg,103
202411290537,4612418,브러쉬드 모헤어 페어아일 니트 브라운,파르티멘토,62400,35500,43,0,,327,40,0,0.0,https://www.musinsa.com/products/4612418,https://image.msscdn.net/images/goods_img/20241113/4612418/4612418_17316308286997_500.jpg,104
202411290537,4496942,LIGHT DOWN HOODIE JUMPER - BLACK,브라운브레스,219000,131400,40,0,,228,0,14,94.0,https://www.musinsa.com/products/4496942,https://image.msscdn.net/images/goods_img/20241008/4496942/4496942_17289739185672_500.jpg,105
202411290537,4252229,패디드 플리스 바시티 자켓_네이비,어반디타입,109000,41900,62,0,,681,33,118,96.0,https://www.musinsa.com/products/4252229,https://image.msscdn.net/images/goods_img/20240716/4252229/4252229_17322512546464_500.jpg,106
202411290537,4296119,corduroy denim pants (light blue),노운,138000,117300,15,0,,28,0,86,98.0,https://www.musinsa.com/products/4296119,https://image.msscdn.net/images/goods_img/20240805/4296119/4296119_17234732552007_500.jpg,107
202411290537,4374819,UNIFORM Crepe Derby Beige,로스트가든,195000,117000,40,0,,257,0,53,96.0,https://www.musinsa.com/products/4374819,https://image.msscdn.net/images/goods_img/20240827/4374819/4374819_17268131066920_500.jpg,108
202411290537,4493128,UNISEX GENUINE SHEARLING JACKET BROWN_UDJU4D122W2,던스트 포 우먼,1390000,1320500,5,0,,0,0,1,100.0,https://www.musinsa.com/products/4493128,https://image.msscdn.net/images/goods_img/20241007/4493128/4493128_17286396086536_500.jpg,109
202411290537,4280313,T.S FLEECE JACKET - BLACK,노매뉴얼,129000,77400,40,0,,99,0,76,96.0,https://www.musinsa.com/products/4280313,https://image.msscdn.net/images/goods_img/20240729/4280313/4280313_17231682347853_500.jpg,110
202411290537,4523101,터프패디드 FS 코듀로이 - 블랙:웜 / 402172-03,푸마,59000,46990,20,0,1400.0,187,0,90,98.0,https://www.musinsa.com/products/4523101,https://image.msscdn.net/images/goods_img/20241016/4523101/4523101_17301778093119_500.jpg,111
202411290537,4431870,"와이드 레오파드 팬츠, 챠콜",오피쉬,109000,58860,46,0,,268,0,25,94.0,https://www.musinsa.com/products/4431870,https://image.msscdn.net/images/goods_img/20240911/4431870/4431870_17262100867609_500.jpg,112
202411290537,4600280,NBNPECA013 / 남녀공용 액티브 GORE-TEX 숏 다운 (BLACK),뉴발란스,459000,321300,30,0,,159,0,0,0.0,https://www.musinsa.com/products/4600280,https://image.msscdn.net/images/goods_img/20241108/4600280/4600280_17312967831868_500.jpg,113
202411290537,4442864,히든 레더 무스탕 점퍼_2COLOR,라퍼지스토어,160000,78000,51,0,2200.0,834,0,115,92.0,https://www.musinsa.com/products/4442864,https://image.msscdn.net/images/goods_img/20240919/4442864/4442864_17322599636877_500.jpg,114
202411290537,4280409,AELLA DUCK DOWN - BLACK,노매뉴얼,249000,179280,28,0,,164,0,56,98.0,https://www.musinsa.com/products/4280409,https://image.msscdn.net/images/goods_img/20240729/4280409/4280409_17231670025388_500.jpg,115
202411290537,4619234,N224MDW950 남성 리머 리버시블 플리스 후디 덕다운 점퍼,내셔널지오그래픽,299000,139500,53,0,,146,0,6,94.0,https://www.musinsa.com/products/4619234,https://image.msscdn.net/images/goods_img/20241115/4619234/4619234_17316682808179_500.jpg,116
202411290537,4603929,23FW 테크 후드 구스다운 (다크네이비) (BBOPMB0018RDF),브룩스 브라더스,299000,151240,49,0,,60,0,5,100.0,https://www.musinsa.com/products/4603929,https://image.msscdn.net/images/goods_img/20241111/4603929/4603929_17313056043385_500.jpg,117
